time_born;generation 
0.00753551;1
0.00753551;1
0.000498901;1
0.000498901;1
0.000161766;1
0.000161766;1
0.000161766;1
0.000789777;1
0.000789777;1
0.000789777;1
0.000678501;1
0.000678501;1
0.000678501;1
0.00415512;1
0.00415512;1
0.00415512;1
0.00594131;1
0.00594131;1
0.00594131;1
0.000508215;1
0.000508215;1
0.000508215;1
0.00577612;1
0.00577612;1
0.000333799;1
0.000333799;1
0.000333799;1
0.000954992;1
0.000954992;1
0.00374432;1
0.00374432;1
0.00374432;1
0.00412016;1
0.00412016;1
0.00412016;1
0.000327502;1
0.000327502;1
0.000327502;1
0.00167183;1
0.00167183;1
0.000743222;1
0.000743222;1
0.000328312;1
0.000328312;1
9.71529e-05;1
9.71529e-05;1
9.71529e-05;1
0.000984369;1
0.000984369;1
0.00998361;1
0.00998361;1
0.00223624;1
0.00223624;1
0.00192635;1
0.00192635;1
0.00192635;1
0.00036405;1
0.00036405;1
0.00036405;1
0.00340701;1
0.00340701;1
0.00201106;1
0.00201106;1
0.00201106;1
0.00111898;1
0.00111898;1
0.00156805;1
0.00156805;1
0.00156805;1
0.00314122;1
0.00314122;1
0.00435612;1
0.00435612;1
0.00435612;1
0.000953814;1
0.000953814;1
0.000969526;1
0.000969526;1
0.00207518;1
0.00207518;1
0.00207518;1
0.0268294;1
0.0268294;1
0.00272882;1
0.00272882;1
0.00272882;1
0.00241753;1
0.00241753;1
0.00241753;1
0.000185595;1
0.000185595;1
0.000928622;1
0.000928622;1
0.00250893;1
0.00250893;1
0.00101894;1
0.00101894;1
0.00101894;1
0.00230214;1
0.00230214;1
0.00230214;1
0.000336325;1
0.000336325;1
0.0159713;1
0.0159713;1
0.0159713;1
0.00120349;1
0.00120349;1
0.00261755;1
0.00261755;1
0.00146553;1
0.00146553;1
0.000150667;1
0.000150667;1
0.000892573;1
0.000892573;1
0.00372948;1
0.00372948;1
0.00372948;1
0.00733117;1
0.00733117;1
0.00138133;1
0.00138133;1
0.00138133;1
0.00318065;1
0.00318065;1
0.00136239;1
0.00136239;1
0.00260766;1
0.00260766;1
0.000910954;1
0.000910954;1
0.00173752;1
0.00173752;1
0.00414467;1
0.00414467;1
0.000346563;1
0.000346563;1
0.000346563;1
0.00133176;1
0.00133176;1
6.56246e-05;1
6.56246e-05;1
6.56246e-05;1
0.000818889;1
0.000818889;1
0.000818889;1
0.000272416;1
0.000272416;1
0.000272416;1
0.00123485;1
0.00123485;1
0.00173636;1
0.00173636;1
0.00038992;1
0.00038992;1
0.00478706;1
0.00478706;1
0.00445158;1
0.00445158;1
0.00444365;1
0.00444365;1
0.00444365;1
0.00295568;1
0.00295568;1
0.00295568;1
0.0023683;1
0.0023683;1
0.000140416;1
0.000140416;1
0.000140416;1
0.00256731;1
0.00256731;1
0.00378076;1
0.00378076;1
0.00378076;1
0.00664818;1
0.00664818;1
0.00255856;1
0.00255856;1
0.00095783;1
0.00095783;1
0.00095783;1
0.000928383;1
0.000928383;1
0.000931871;1
0.000931871;1
0.00452831;1
0.00452831;1
0.00452831;1
0.00238611;1
0.00238611;1
0.0029405;1
0.0029405;1
0.0029405;1
0.00107936;1
0.00107936;1
0.00107936;1
0.00218621;1
0.00218621;1
0.00039663;1
0.00039663;1
0.00039663;1
0.00914378;1
0.00914378;1
0.00914378;1
0.00783211;1
0.00783211;1
0.00783211;1
0.0108569;1
0.0108569;1
0.00279952;1
0.00279952;1
0.00279952;1
0.00040975;1
0.00040975;1
0.00040975;1
0.00116227;1
0.00116227;1
0.00116227;1
0.00525017;1
0.00525017;1
0.00525017;1
0.00469484;1
0.00469484;1
3.65432e-05;1
3.65432e-05;1
0.000172578;1
0.000172578;1
0.000172578;1
