Mt number: 1
****************************************
1.005e-11;0.000589883
1.06369e-11;0.000574009
1.1258e-11;0.00055724
1.19154e-11;0.000542196
1.26111e-11;0.00052663
1.33475e-11;0.000512131
1.41269e-11;0.000497735
1.49519e-11;0.000483569
1.58249e-11;0.000470244
1.6749e-11;0.000457069
1.7727e-11;0.000444311
1.87622e-11;0.000432359
1.98578e-11;0.00041971
2.10173e-11;0.000408128
2.22446e-11;0.000396575
2.35435e-11;0.000385419
2.49183e-11;0.000374733
2.63734e-11;0.000364229
2.79134e-11;0.000354096
2.95433e-11;0.000344501
3.12685e-11;0.000334364
3.30943e-11;0.000325393
3.50268e-11;0.000315918
3.70721e-11;0.000307365
3.92369e-11;0.000298589
4.15281e-11;0.000290306
4.3953e-11;0.000282193
4.65196e-11;0.000274165
4.9236e-11;0.000266551
5.2111e-11;0.000259303
5.5154e-11;0.00025194
5.83746e-11;0.00024494
6.17833e-11;0.000237963
6.5391e-11;0.000231405
6.92094e-11;0.000224785
7.32507e-11;0.000218577
7.7528e-11;0.000212465
8.20552e-11;0.000206449
8.68466e-11;0.000200665
9.19179e-11;0.000195314
9.72852e-11;0.000189771
1.02966e-10;0.00018443
1.08979e-10;0.000179287
1.15342e-10;0.000174218
1.22077e-10;0.000169344
1.29206e-10;0.000164611
1.36751e-10;0.000159913
1.44736e-10;0.000155518
1.53187e-10;0.000151132
1.62133e-10;0.000146846
1.716e-10;0.000142786
1.8162e-10;0.000138918
1.92226e-10;0.000135046
2.0345e-10;0.000131141
2.1533e-10;0.000127471
2.27904e-10;0.000123928
2.41212e-10;0.000120427
2.55297e-10;0.000117029
2.70205e-10;0.000113784
2.85983e-10;0.000110703
3.02683e-10;0.000107594
3.20357e-10;0.000104546
3.39064e-10;0.00010164
3.58863e-10;9.8769e-05
3.79818e-10;9.59982e-05
4.01997e-10;9.33253e-05
4.25471e-10;9.06486e-05
4.50315e-10;8.81614e-05
4.7661e-10;8.56911e-05
5.04441e-10;8.32784e-05
5.33897e-10;8.10249e-05
5.65073e-10;7.86702e-05
5.98069e-10;7.65346e-05
6.32993e-10;7.43466e-05
6.69955e-10;7.22886e-05
7.09076e-10;7.02638e-05
7.50481e-10;6.82556e-05
7.94304e-10;6.63778e-05
8.40686e-10;6.45221e-05
8.89776e-10;6.27297e-05
9.41733e-10;6.1033e-05
9.96724e-10;5.92372e-05
1.05493e-09;5.76444e-05
1.11653e-09;5.59781e-05
1.18172e-09;5.44508e-05
1.25073e-09;5.2874e-05
1.32376e-09;5.14361e-05
1.40106e-09;4.99798e-05
1.48287e-09;4.85748e-05
1.56946e-09;4.72283e-05
1.66111e-09;4.58996e-05
1.75811e-09;4.46064e-05
1.86077e-09;4.34212e-05
1.96942e-09;4.21669e-05
2.08442e-09;4.09893e-05
2.20614e-09;3.98226e-05
2.33496e-09;3.87165e-05
2.47131e-09;3.76384e-05
2.61562e-09;3.65803e-05
2.76835e-09;3.55543e-05
2.93e-09;3.4603e-05
3.1011e-09;3.35961e-05
3.28218e-09;3.26832e-05
3.47384e-09;3.17416e-05
3.67668e-09;3.08742e-05
3.89138e-09;2.99858e-05
4.11861e-09;2.91644e-05
4.35911e-09;2.83442e-05
4.61365e-09;2.75386e-05
4.88305e-09;2.67798e-05
5.16819e-09;2.60454e-05
5.46998e-09;2.53155e-05
5.78939e-09;2.46042e-05
6.12745e-09;2.39124e-05
6.48525e-09;2.32474e-05
6.86394e-09;2.25807e-05
7.26475e-09;2.19633e-05
7.68896e-09;2.13468e-05
8.13794e-09;2.07416e-05
8.61314e-09;2.01694e-05
9.11609e-09;1.96274e-05
9.64841e-09;1.90787e-05
1.02118e-08;1.85351e-05
1.08081e-08;1.80249e-05
1.14392e-08;1.75097e-05
1.21072e-08;1.70258e-05
1.28142e-08;1.65454e-05
1.35624e-08;1.60792e-05
1.43544e-08;1.56344e-05
1.51926e-08;1.51921e-05
1.60797e-08;1.47685e-05
1.70187e-08;1.43609e-05
1.80125e-08;1.39704e-05
1.90643e-08;1.3588e-05
2.01775e-08;1.31945e-05
2.13557e-08;1.28401e-05
2.26027e-08;1.2465e-05
2.39226e-08;1.21299e-05
2.53195e-08;1.17785e-05
2.6798e-08;1.14638e-05
