time_born;generation 
0.00164632;1
0.00164632;1
0.00164632;1
0.000986831;1
0.000986831;1
0.000986831;1
0.0161786;1
0.0161786;1
0.00244434;1
0.00244434;1
0.00244434;1
0.0045061;1
0.0045061;1
0.0133553;1
0.0133553;1
0.0133553;1
0.00349571;1
0.00349571;1
0.00349571;1
0.00340688;1
0.00340688;1
0.000376827;1
0.000376827;1
0.000376827;1
0.00701289;1
0.00701289;1
0.00156032;1
0.00156032;1
0.00156032;1
0.0018951;1
0.0018951;1
0.00437604;1
0.00437604;1
0.00437604;1
0.0140723;1
0.0140723;1
0.0140723;1
0.0091524;1
0.0091524;1
0.00303633;1
0.00303633;1
0.00772381;1
0.00772381;1
0.00772381;1
0.0126476;1
0.0126476;1
0.00190864;1
0.00190864;1
0.00151186;1
0.00151186;1
0.00151186;1
0.00411153;1
0.00411153;1
0.00411153;1
0.0141458;1
0.0141458;1
0.00121315;1
0.00121315;1
0.0069277;1
0.0069277;1
0.0138656;1
0.0138656;1
0.00278255;1
0.00278255;1
0.00755237;1
0.00755237;1
0.00755237;1
0.000251858;1
0.000251858;1
0.000251858;1
0.0036271;1
0.0036271;1
0.0232766;1
0.0232766;1
0.000462736;1
0.000462736;1
0.000462736;1
0.0415345;1
0.0415345;1
0.000472697;1
0.000472697;1
0.000472697;1
0.000676417;1
0.000676417;1
0.0042712;1
0.0042712;1
0.0042712;1
0.0024663;1
0.0024663;1
0.0024663;1
0.00114334;1
0.00114334;1
0.0046764;1
0.0046764;1
0.0046764;1
0.000131643;1
0.000131643;1
0.000131643;1
0.0136987;1
0.0136987;1
0.00434739;1
0.00434739;1
0.00232677;1
0.00232677;1
0.00222571;1
0.00222571;1
0.00203717;1
0.00203717;1
0.00203717;1
0.00524071;1
0.00524071;1
0.00524071;1
0.00116793;1
0.00116793;1
0.00116793;1
0.00714263;1
0.00714263;1
0.00714263;1
4.09889e-05;1
4.09889e-05;1
4.09889e-05;1
0.00895433;1
0.00895433;1
0.00895433;1
0.00727842;1
0.00727842;1
0.00845078;1
0.00845078;1
0.00858833;1
0.00858833;1
0.00858833;1
0.0288668;1
0.0288668;1
0.00432005;1
0.00432005;1
0.00318097;1
0.00318097;1
0.00318097;1
0.000567837;1
0.000567837;1
0.000122249;1
0.000122249;1
0.00462955;1
0.00462955;1
0.00462955;1
0.000777542;1
0.000777542;1
0.0074704;1
0.0074704;1
0.0103573;1
0.0103573;1
0.0103573;1
0.00732401;1
0.00732401;1
0.00732401;1
0.00221641;1
0.00221641;1
0.00221641;1
0.0168395;1
0.0168395;1
0.00106213;1
0.00106213;1
0.00106213;1
0.000629687;1
0.000629687;1
0.00299363;1
0.00299363;1
0.00299363;1
0.0136953;1
0.0136953;1
0.0136953;1
0.0076071;1
0.0076071;1
0.0137502;1
0.0137502;1
0.0137502;1
0.00107956;1
0.00107956;1
0.00227905;1
0.00227905;1
0.000621395;1
0.000621395;1
0.000621395;1
0.0206277;1
0.0206277;1
0.0206277;1
0.00511903;1
0.00511903;1
0.00511903;1
0.00407162;1
0.00407162;1
0.00327282;1
0.00327282;1
0.0144471;1
0.0144471;1
0.0144471;1
0.00154126;1
0.00154126;1
0.00142996;1
0.00142996;1
0.00142996;1
0.000514488;1
0.000514488;1
0.000514488;1
0.017359;1
0.017359;1
0.0127752;1
0.0127752;1
0.00134376;1
0.00134376;1
0.00749564;1
0.00749564;1
0.00302518;1
0.00302518;1
0.00809958;1
0.00809958;1
0.00809958;1
0.0195736;1
0.0195736;1
0.0195736;1
0.00144743;1
0.00144743;1
0.000486832;1
0.000486832;1
0.00737991;1
0.00737991;1
0.00737991;1
0.0028862;1
0.0028862;1
0.00454811;1
0.00454811;1
0.00454811;1
0.00592624;1
0.00592624;1
0.00592624;1
0.000488836;1
0.000488836;1
0.000488836;1
0.00255708;1
0.00255708;1
0.00872956;1
0.00872956;1
0.022217;1
0.022217;1
0.0114432;1
0.0114432;1
0.0114432;1
0.00839824;1
0.00839824;1
0.00839824;1
0.0273751;1
0.0273751;1
0.000602975;1
0.000602975;1
0.000602975;1
0.00379715;1
0.00379715;1
0.00379715;1
0.000839587;1
0.000839587;1
0.0171912;1
0.0171912;1
0.00152435;1
0.00152435;1
0.000185225;1
0.000185225;1
0.00796417;1
0.00796417;1
0.00796417;1
0.00143592;1
0.00143592;1
0.00143592;1
0.00574516;1
0.00574516;1
0.000494583;1
0.000494583;1
0.000494583;1
0.000744065;1
0.000744065;1
0.000744065;1
0.00793079;1
0.00793079;1
0.00793079;1
0.0152882;1
0.0152882;1
0.0152882;1
0.00844203;1
0.00844203;1
0.00844203;1
0.0350835;1
0.0350835;1
0.00310465;1
0.00310465;1
0.00310465;1
0.00512518;1
0.00512518;1
0.00976712;1
0.00976712;1
0.00976712;1
0.000239843;1
0.000239843;1
0.000239843;1
0.00122759;1
0.00122759;1
0.00122759;1
0.00849663;1
0.00849663;1
2.92522e-05;1
2.92522e-05;1
2.92522e-05;1
0.00475439;1
0.00475439;1
0.0081917;1
0.0081917;1
0.000885758;1
0.000885758;1
9.0527e-05;1
9.0527e-05;1
0.000270753;1
0.000270753;1
0.00312905;1
0.00312905;1
0.00312905;1
0.00160221;1
0.00160221;1
0.00160221;1
0.0387976;1
0.0387976;1
0.00211463;1
0.00211463;1
0.00211463;1
0.000466782;1
0.000466782;1
0.000466782;1
0.00439426;1
0.00439426;1
0.00439426;1
0.00918373;1
0.00918373;1
0.00118123;1
0.00118123;1
0.00623502;1
0.00623502;1
0.00623502;1
0.00541167;1
0.00541167;1
0.0184432;1
0.0184432;1
0.00413135;1
0.00413135;1
0.00413135;1
0.0151429;1
0.0151429;1
0.0118383;1
0.0118383;1
0.0118383;1
0.00766192;1
0.00766192;1
0.00766192;1
0.000587941;1
0.000587941;1
0.000601493;1
0.000601493;1
0.000601493;1
0.00176135;1
0.00176135;1
0.00347818;1
0.00347818;1
0.00102512;1
0.00102512;1
0.00102512;1
0.0226209;1
0.0226209;1
0.0188099;1
0.0188099;1
0.0188099;1
0.00168974;1
0.00168974;1
0.00105998;1
0.00105998;1
0.00597117;1
0.00597117;1
0.00597117;1
0.00328053;1
0.00328053;1
0.00328053;1
0.00014612;1
0.00014612;1
0.00014612;1
0.0189825;1
0.0189825;1
0.00353533;1
0.00353533;1
0.00161505;1
0.00161505;1
0.00161505;1
0.00271863;1
0.00271863;1
0.00783957;1
0.00783957;1
0.00082285;1
0.00082285;1
0.0226701;1
0.0226701;1
0.0226701;1
0.000133039;1
0.000133039;1
0.000133039;1
0.00582117;1
0.00582117;1
0.0018716;1
0.0018716;1
0.00243714;1
0.00243714;1
0.00802773;1
0.00802773;1
7.74555e-05;1
7.74555e-05;1
7.74555e-05;1
0.0027973;1
0.0027973;1
0.0027973;1
0.000287491;1
0.000287491;1
0.000287491;1
0.00151402;1
0.00151402;1
0.00215939;1
0.00215939;1
0.00215939;1
0.00114927;1
0.00114927;1
0.00946682;1
0.00946682;1
0.00946682;1
0.00300447;1
0.00300447;1
0.0162255;1
0.0162255;1
0.00138498;1
0.00138498;1
0.00138498;1
0.0025058;1
0.0025058;1
0.0025058;1
0.0034968;1
0.0034968;1
0.00345114;1
0.00345114;1
0.00513081;1
0.00513081;1
0.00513081;1
0.00709399;1
0.00709399;1
8.95896e-05;1
8.95896e-05;1
0.000848354;1
0.000848354;1
0.000848354;1
0.00079063;1
0.00079063;1
0.000429331;1
0.000429331;1
0.000631972;1
0.000631972;1
0.000631972;1
0.00310102;1
0.00310102;1
0.00310102;1
0.00351692;1
0.00351692;1
0.0015005;1
0.0015005;1
0.00288018;1
0.00288018;1
0.00288018;1
0.00479286;1
0.00479286;1
0.00479286;1
0.00219801;1
0.00219801;1
0.0152524;1
0.0152524;1
0.0152524;1
0.000982516;1
0.000982516;1
0.000982516;1
0.00334488;1
0.00334488;1
0.000111904;1
0.000111904;1
0.00278496;1
0.00278496;1
0.0033723;1
0.0033723;1
0.00209996;1
0.00209996;1
0.00209996;1
0.00311398;1
0.00311398;1
0.00804384;1
0.00804384;1
0.000615257;1
0.000615257;1
0.00158999;1
0.00158999;1
0.00046204;1
0.00046204;1
0.00845747;1
0.00845747;1
0.00845747;1
0.00763432;1
0.00763432;1
0.00763432;1
0.0066771;1
0.0066771;1
0.0066771;1
0.00289026;1
0.00289026;1
0.00289026;1
0.00236817;1
0.00236817;1
0.00340627;1
0.00340627;1
0.00274391;1
0.00274391;1
0.00904086;1
0.00904086;1
0.00904086;1
0.0155781;1
0.0155781;1
0.0365658;1
0.0365658;1
0.0365658;1
0.00105965;1
0.00105965;1
0.00567791;1
0.00567791;1
0.00511268;1
0.00511268;1
0.00775238;1
0.00775238;1
0.00775238;1
0.0367939;1
0.0367939;1
0.0367939;1
0.00348351;1
0.00348351;1
0.00234296;1
0.00234296;1
0.00341104;1
0.00341104;1
0.0382398;1
0.0382398;1
0.00342333;1
0.00342333;1
0.00342333;1
0.00871598;1
0.00871598;1
0.0198372;1
0.0198372;1
0.0198372;1
0.0005251;1
0.0005251;1
0.00700972;1
0.00700972;1
0.00700972;1
0.00719106;1
0.00719106;1
0.0113614;1
0.0113614;1
0.0100527;1
0.0100527;1
0.012943;1
0.012943;1
0.010469;1
0.010469;1
0.010469;1
0.00055432;1
0.00055432;1
0.00055432;1
0.00248388;1
0.00248388;1
0.00446002;1
0.00446002;1
0.000472537;1
0.000472537;1
0.00763383;1
0.00763383;1
0.00113302;1
0.00113302;1
0.00995633;1
0.00995633;1
0.00995633;1
0.00262271;1
0.00262271;1
0.00338841;1
0.00338841;1
0.00163992;1
0.00163992;1
0.00163992;1
0.00158002;1
0.00158002;1
0.00782042;1
0.00782042;1
0.00782042;1
0.0037024;1
0.0037024;1
0.00320305;1
0.00320305;1
0.00320305;1
0.0099744;1
0.0099744;1
0.009044;1
0.009044;1
0.000199751;1
0.000199751;1
0.000199751;1
0.00156306;1
0.00156306;1
0.000184869;1
0.000184869;1
0.000184869;1
0.0165568;1
0.0165568;1
0.0207383;1
0.0207383;1
0.00370799;1
0.00370799;1
0.00576331;1
0.00576331;1
0.00576331;1
0.00851575;1
0.00851575;1
0.00851575;1
0.0013201;1
0.0013201;1
0.010996;1
0.010996;1
1.71682e-05;1
1.71682e-05;1
0.0008937;1
0.0008937;1
0.0008937;1
0.00202758;1
0.00202758;1
0.00202758;1
0.00379811;1
0.00379811;1
0.00379811;1
0.0124122;1
0.0124122;1
0.0124122;1
0.00088018;1
0.00088018;1
0.00088018;1
0.00160751;1
0.00160751;1
0.00160751;1
0.00674338;1
0.00674338;1
0.00674338;1
1.14797e-06;1
1.14797e-06;1
0.00319306;1
0.00319306;1
0.00661114;1
0.00661114;1
0.00202997;1
0.00202997;1
0.00202997;1
0.0173234;1
0.0173234;1
0.0173234;1
0.00794079;1
0.00794079;1
0.00573215;1
0.00573215;1
0.00061698;1
0.00061698;1
0.0164909;1
0.0164909;1
0.0162004;1
0.0162004;1
0.000980626;1
0.000980626;1
0.000980626;1
0.0096631;1
0.0096631;1
0.0096631;1
0.00566968;1
0.00566968;1
0.00196521;1
0.00196521;1
0.00196521;1
0.0386487;1
0.0386487;1
0.000405537;1
0.000405537;1
0.000405537;1
0.00227435;1
0.00227435;1
0.00227435;1
0.0154257;1
0.0154257;1
0.0154257;1
0.0285728;1
0.0285728;1
0.0285728;1
0.0116951;1
0.0116951;1
0.000887658;1
0.000887658;1
0.000887658;1
0.000385766;1
0.000385766;1
0.000385766;1
0.0141452;1
0.0141452;1
0.0141452;1
0.0100011;1
0.0100011;1
0.0100011;1
0.000539055;1
0.000539055;1
0.000539055;1
0.0125405;1
0.0125405;1
0.0125405;1
0.0137627;1
0.0137627;1
0.00175545;1
0.00175545;1
0.00491489;1
0.00491489;1
0.00491489;1
6.65839e-05;1
6.65839e-05;1
0.00313578;1
0.00313578;1
0.000210336;1
0.000210336;1
0.000361392;1
0.000361392;1
0.000361392;1
0.00175788;1
0.00175788;1
0.00133926;1
0.00133926;1
0.0037269;1
0.0037269;1
0.00458898;1
0.00458898;1
0.00458898;1
0.0116382;1
0.0116382;1
0.00623592;1
0.00623592;1
0.00550207;1
0.00550207;1
0.00550207;1
0.00185873;1
0.00185873;1
0.000826642;1
0.000826642;1
0.000826642;1
0.000264818;1
0.000264818;1
0.000106211;1
0.000106211;1
0.000106211;1
0.00412312;1
0.00412312;1
0.00310808;1
0.00310808;1
0.00310808;1
0.00780507;1
0.00780507;1
0.00780507;1
0.0016316;1
0.0016316;1
0.00498797;1
0.00498797;1
0.00389843;1
0.00389843;1
0.00376398;1
0.00376398;1
0.00376398;1
0.000724989;1
0.000724989;1
0.000724989;1
0.0323616;1
0.0323616;1
0.0323616;1
0.00128846;1
0.00128846;1
0.00128846;1
0.00765395;1
0.00765395;1
0.00271273;1
0.00271273;1
0.00271273;1
0.00229729;1
0.00229729;1
0.00229729;1
0.00155391;1
0.00155391;1
0.00155391;1
0.000287813;1
0.000287813;1
0.000287813;1
0.00131204;1
0.00131204;1
0.00971753;1
0.00971753;1
0.00123781;1
0.00123781;1
0.00869557;1
0.00869557;1
0.00869557;1
0.000125803;1
0.000125803;1
0.000125803;1
0.0098061;1
0.0098061;1
0.0156074;1
0.0156074;1
0.0156074;1
0.0147188;1
0.0147188;1
0.000639264;1
0.000639264;1
0.00740573;1
0.00740573;1
0.00740573;1
0.00637504;1
0.00637504;1
0.00432194;1
0.00432194;1
0.00432194;1
0.00193722;1
0.00193722;1
0.00193722;1
0.00339414;1
0.00339414;1
0.00182846;1
0.00182846;1
0.0128714;1
0.0128714;1
0.000571432;1
0.000571432;1
0.000571432;1
0.00471655;1
0.00471655;1
0.00135445;1
0.00135445;1
0.0207877;1
0.0207877;1
0.0171741;1
0.0171741;1
0.00151592;1
0.00151592;1
0.00151592;1
0.00858084;1
0.00858084;1
0.000793114;1
0.000793114;1
0.000244095;1
0.000244095;1
0.00307319;1
0.00307319;1
0.00226443;1
0.00226443;1
0.00226443;1
0.0162161;1
0.0162161;1
0.0103711;1
0.0103711;1
0.00646566;1
0.00646566;1
0.00646566;1
0.0019506;1
0.0019506;1
0.0019506;1
0.00556183;1
0.00556183;1
0.00556183;1
0.00390817;1
0.00390817;1
0.00216242;1
0.00216242;1
0.00238163;1
0.00238163;1
0.0110712;1
0.0110712;1
0.00269329;1
0.00269329;1
0.000101721;1
0.000101721;1
0.000101721;1
0.00208377;1
0.00208377;1
0.00902163;1
0.00902163;1
0.00902163;1
0.00240294;1
0.00240294;1
0.00796013;1
0.00796013;1
0.00796013;1
0.00290421;1
0.00290421;1
0.000155681;1
0.000155681;1
0.000155681;1
0.00426086;1
0.00426086;1
0.00426086;1
0.000801714;1
0.000801714;1
0.000801714;1
0.00793202;1
0.00793202;1
0.00704198;1
0.00704198;1
0.00426456;1
0.00426456;1
0.000139153;1
0.000139153;1
0.000139153;1
0.00454109;1
0.00454109;1
0.00312715;1
0.00312715;1
0.00312715;1
0.00625794;1
0.00625794;1
0.00625794;1
0.000939279;1
0.000939279;1
0.000939279;1
0.00322537;1
0.00322537;1
0.00334142;1
0.00334142;1
0.00334142;1
0.0102077;1
0.0102077;1
0.0131756;1
0.0131756;1
0.0177904;1
0.0177904;1
0.000417606;1
0.000417606;1
0.000417606;1
0.000983004;1
0.000983004;1
0.000983004;1
0.00474886;1
0.00474886;1
0.0126025;1
0.0126025;1
0.0126025;1
0.00618889;1
0.00618889;1
0.00782983;1
0.00782983;1
0.00782983;1
0.0045423;1
0.0045423;1
0.0233624;1
0.0233624;1
0.000942922;1
0.000942922;1
0.000942922;1
0.00981404;1
0.00981404;1
0.00981404;1
0.00565916;1
0.00565916;1
0.00565916;1
0.0281998;1
0.0281998;1
0.0281998;1
0.00414575;1
0.00414575;1
0.00414575;1
0.0194528;1
0.0194528;1
0.0224235;1
0.0224235;1
0.0224235;1
0.000922965;1
0.000922965;1
0.000922965;1
0.0180788;1
0.0180788;1
0.00462596;1
0.00462596;1
0.00462596;1
0.0471091;1
0.0471091;1
0.0011571;1
0.0011571;1
0.0011571;1
0.024297;1
0.024297;1
0.0146848;1
0.0146848;1
0.0146848;1
0.00315156;1
0.00315156;1
3.19391e-05;1
3.19391e-05;1
0.00635461;1
0.00635461;1
0.00763941;1
0.00763941;1
0.00763941;1
0.00104557;1
0.00104557;1
0.00104557;1
0.000537236;1
0.000537236;1
0.000537236;1
0.000581811;1
0.000581811;1
0.000581811;1
0.000822037;1
0.000822037;1
0.000822037;1
1.33835e-05;1
1.33835e-05;1
0.00187744;1
0.00187744;1
0.00378687;1
0.00378687;1
0.00392392;1
0.00392392;1
0.00392392;1
0.000419609;1
0.000419609;1
0.000419609;1
0.00324651;1
0.00324651;1
0.00445858;1
0.00445858;1
0.00445858;1
0.00257096;1
0.00257096;1
0.0266941;1
0.0266941;1
0.0189279;1
0.0189279;1
0.0044389;1
0.0044389;1
0.0044389;1
0.00101955;1
0.00101955;1
0.00101955;1
0.0128546;1
0.0128546;1
0.0128546;1
0.00245977;1
0.00245977;1
0.00245977;1
0.00318112;1
0.00318112;1
0.0130652;1
0.0130652;1
0.0130652;1
0.00302506;1
0.00302506;1
0.0064588;1
0.0064588;1
0.0064588;1
0.000110033;1
0.000110033;1
0.000110033;1
0.000864452;1
0.000864452;1
0.000211371;1
0.000211371;1
0.00589005;1
0.00589005;1
0.00589005;1
0.00244883;1
0.00244883;1
0.00244883;1
1.25912e-06;1
1.25912e-06;1
1.25912e-06;1
0.00649213;1
0.00649213;1
0.00199522;1
0.00199522;1
0.00199522;1
0.0136868;1
0.0136868;1
0.000392407;1
0.000392407;1
0.000392407;1
0.00914937;1
0.00914937;1
0.000143026;1
0.000143026;1
0.000143026;1
0.00111806;1
0.00111806;1
0.00111806;1
0.0011415;1
0.0011415;1
0.0011415;1
0.00393531;1
0.00393531;1
0.0225472;1
0.0225472;1
0.00481958;1
0.00481958;1
0.00481958;1
0.00425687;1
0.00425687;1
0.00425687;1
0.0212116;1
0.0212116;1
0.0212116;1
0.00244878;1
0.00244878;1
0.000554814;1
0.000554814;1
0.00450867;1
0.00450867;1
0.00450867;1
0.0184214;2
0.0184214;2
0.0184214;2
0.0108461;2
0.0108461;2
0.0108461;2
0.0129084;2
0.0129084;2
0.0230736;2
0.0230736;2
0.00667833;2
0.00667833;2
0.00667833;2
0.00749405;2
0.00749405;2
0.0141713;2
0.0141713;2
0.0178213;2
0.0178213;2
0.00125712;2
0.00125712;2
0.000732417;2
0.000732417;2
0.000732417;2
0.0106283;2
0.0106283;2
0.0106283;2
0.0080549;2
0.0080549;2
0.00960046;2
0.00960046;2
0.00960046;2
0.0256275;2
0.0256275;2
0.0256275;2
0.02121;2
0.02121;2
0.02121;2
0.00229428;2
0.00229428;2
0.00229428;2
0.00524751;2
0.00524751;2
0.00524751;2
0.0118734;2
0.0118734;2
0.0118734;2
0.00928615;2
0.00928615;2
0.00275775;2
0.00275775;2
0.00759006;2
0.00759006;2
0.00441401;2
0.00441401;2
0.00441401;2
0.01104;2
0.01104;2
0.011604;2
0.011604;2
0.011604;2
0.00931355;2
0.00931355;2
0.0217607;2
0.0217607;2
0.00560999;2
0.00560999;2
0.00560999;2
0.00432289;2
0.00432289;2
0.00259987;2
0.00259987;2
0.011753;2
0.011753;2
0.0116363;2
0.0116363;2
0.00227091;2
0.00227091;2
0.0119764;2
0.0119764;2
0.00396173;2
0.00396173;2
0.00396173;2
0.00124309;2
0.00124309;2
0.0051318;2
0.0051318;2
0.0051318;2
0.0155404;2
0.0155404;2
0.00518425;2
0.00518425;2
0.0113544;2
0.0113544;2
0.0113544;2
0.00565189;2
0.00565189;2
0.0204114;2
0.0204114;2
0.0109552;2
0.0109552;2
0.0109552;2
0.0152699;2
0.0152699;2
0.0136017;2
0.0136017;2
0.0136017;2
0.0154659;2
0.0154659;2
0.0154659;2
0.00840111;2
0.00840111;2
0.00840111;2
0.00339522;2
0.00339522;2
0.00339522;2
0.00224882;2
0.00224882;2
0.00224882;2
0.00248293;2
0.00248293;2
0.00248293;2
0.000864588;2
0.000864588;2
0.0187794;2
0.0187794;2
0.0187794;2
0.00159731;2
0.00159731;2
0.00159731;2
0.0157307;2
0.0157307;2
0.00760973;2
0.00760973;2
0.00760973;2
0.007145;2
0.007145;2
0.007145;2
0.0250162;2
0.0250162;2
0.0250162;2
0.0312527;2
0.0312527;2
0.0312527;2
0.0229746;2
0.0229746;2
0.0229746;2
0.0251354;2
0.0251354;2
0.0118312;2
0.0118312;2
0.0118312;2
0.0377666;2
0.0377666;2
0.0353792;2
0.0353792;2
0.0118418;2
0.0118418;2
0.0276449;2
0.0276449;2
0.0276449;2
0.0156402;2
0.0156402;2
0.017522;2
0.017522;2
0.017522;2
0.0287032;2
0.0287032;2
0.0287032;2
0.0248213;2
0.0248213;2
0.0248213;2
0.0263708;2
0.0263708;2
0.0263708;2
0.000693108;2
0.000693108;2
0.000693108;2
0.000867853;2
0.000867853;2
0.000867853;2
0.00947184;2
0.00947184;2
0.00947184;2
0.00885484;2
0.00885484;2
0.00885484;2
0.012219;2
0.012219;2
0.012219;2
0.0124016;2
0.0124016;2
0.00341524;2
0.00341524;2
0.00341524;2
0.00341524;2
0.0059519;2
0.0059519;2
0.0059519;2
0.00655241;2
0.00655241;2
0.00655241;2
0.0012451;2
0.0012451;2
0.0012451;2
0.0164714;2
0.0164714;2
0.0164714;2
0.00132538;2
0.00132538;2
0.00132538;2
0.00746934;2
0.00746934;2
0.00746934;2
0.00542292;2
0.00542292;2
0.00542292;2
0.0030874;2
0.0030874;2
0.0030874;2
0.00335352;2
0.00335352;2
0.00457826;2
0.00457826;2
0.0152977;2
0.0152977;2
0.00518242;2
0.00518242;2
0.00855789;2
0.00855789;2
0.0103963;2
0.0103963;2
0.0175627;2
0.0175627;2
0.0175627;2
0.0100433;2
0.0100433;2
0.0100433;2
0.00279936;2
0.00279936;2
0.00279936;2
0.00242936;2
0.00242936;2
0.00242936;2
0.00293232;2
0.00293232;2
0.00280623;2
0.00280623;2
