-2.38779;0.0084749;0.0084749;
-2.05009;0.0201779;0.0201779;
-1.99322;0.0231189;0.0231189;
-1.87896;0.030125;0.030125;
-1.87896;0.030125;0.030125;
-1.76402;0.0388645;0.0388645;
-1.64838;0.0496371;0.0496371;
-1.5903;0.0558832;0.0558832;
-1.35623;0.0875137;0.0875137;
-1.35623;0.0875137;0.0875137;
-1.35623;0.0875137;0.0875137;
-1.29726;0.0972706;0.0972706;
-1.29726;0.0972706;0.0972706;
-1.29726;0.0972706;0.0972706;
-1.17879;0.11924;0.11924;
-1.11929;0.131509;0.131509;
-1.11929;0.131509;0.131509;
-1.0596;0.144663;0.144663;
-1.0596;0.144663;0.144663;
-1.0596;0.144663;0.144663;
-0.999731;0.15872;0.15872;
-0.819016;0.206389;0.206389;
-0.69761;0.242711;0.242711;
-0.636625;0.262185;0.262185;
-0.575452;0.282493;0.282493;
-0.575452;0.282493;0.282493;
-0.575452;0.282493;0.282493;
-0.514089;0.303595;0.303595;
-0.514089;0.303595;0.303595;
-0.452535;0.325442;0.325442;
-0.452535;0.325442;0.325442;
-0.452535;0.325442;0.325442;
-0.452535;0.325442;0.325442;
-0.39079;0.347976;0.347976;
-0.39079;0.347976;0.347976;
-0.39079;0.347976;0.347976;
-0.39079;0.347976;0.347976;
-0.328852;0.371134;0.371134;
-0.328852;0.371134;0.371134;
-0.266721;0.394842;0.394842;
-0.266721;0.394842;0.394842;
-0.266721;0.394842;0.394842;
-0.266721;0.394842;0.394842;
-0.204396;0.419022;0.419022;
-0.204396;0.419022;0.419022;
-0.204396;0.419022;0.419022;
-0.141876;0.443589;0.443589;
-0.0791603;0.468453;0.468453;
-0.0791603;0.468453;0.468453;
-0.0162474;0.493519;0.493519;
-0.0162474;0.493519;0.493519;
0.0468634;0.518689;0.518689;
0.0468634;0.518689;0.518689;
0.110173;0.543864;0.543864;
0.110173;0.543864;0.543864;
0.173682;0.568942;0.568942;
0.173682;0.568942;0.568942;
0.301304;0.618409;0.618409;
0.365418;0.6426;0.6426;
0.365418;0.6426;0.6426;
0.365418;0.6426;0.6426;
0.365418;0.6426;0.6426;
0.429735;0.666306;0.666306;
0.429735;0.666306;0.666306;
0.558985;0.711914;0.711914;
0.558985;0.711914;0.711914;
0.623919;0.73366;0.73366;
0.623919;0.73366;0.73366;
0.689061;0.754607;0.754607;
0.754411;0.774699;0.774699;
0.754411;0.774699;0.774699;
0.754411;0.774699;0.774699;
0.754411;0.774699;0.774699;
0.754411;0.774699;0.774699;
0.754411;0.774699;0.774699;
0.754411;0.774699;0.774699;
0.88574;0.812121;0.812121;
0.951722;0.829381;0.829381;
0.951722;0.829381;0.829381;
0.951722;0.829381;0.829381;
0.951722;0.829381;0.829381;
0.951722;0.829381;0.829381;
1.08432;0.860889;0.860889;
1.08432;0.860889;0.860889;
1.08432;0.860889;0.860889;
1.08432;0.860889;0.860889;
1.21778;0.888347;0.888347;
1.21778;0.888347;0.888347;
1.21778;0.888347;0.888347;
1.21778;0.888347;0.888347;
1.28484;0.900575;0.900575;
1.28484;0.900575;0.900575;
1.28484;0.900575;0.900575;
1.35211;0.91183;0.91183;
1.4196;0.922138;0.922138;
1.48731;0.931534;0.931534;
1.62339;0.947747;0.947747;
1.69177;0.954655;0.954655;
1.69177;0.954655;0.954655;
2.10678;0.982432;0.982432;
